wave,flux,error
1.298126255,5.42E-16,5.43E-18
1.298232327,5.42E-16,5.51E-18
1.298338399,5.43E-16,5.60E-18
1.298444471,5.44E-16,5.68E-18
1.298550543,5.46E-16,5.74E-18
1.298656615,5.48E-16,5.77E-18
1.298762687,5.51E-16,5.78E-18
1.298868759,5.53E-16,5.78E-18
1.298974831,5.55E-16,5.77E-18
1.299080903,5.57E-16,5.76E-18
1.299186975,5.59E-16,5.75E-18
1.299293047,5.60E-16,5.74E-18
1.29939912,5.61E-16,5.72E-18
1.299505192,5.62E-16,5.68E-18
1.299611264,5.61E-16,5.63E-18
1.299717336,5.61E-16,5.55E-18
1.299823408,5.60E-16,5.44E-18
1.29992948,5.58E-16,5.32E-18
1.300035552,5.56E-16,5.21E-18
1.300141624,5.54E-16,5.12E-18
1.300247696,5.52E-16,5.06E-18
1.300353768,5.50E-16,5.04E-18
1.30045984,5.49E-16,5.05E-18
1.300565912,5.47E-16,5.07E-18
1.300671984,5.46E-16,5.08E-18
1.300778056,5.45E-16,5.08E-18
1.300884129,5.45E-16,5.05E-18
1.300990201,5.44E-16,5.01E-18
1.301096273,5.44E-16,4.96E-18
1.301202345,5.44E-16,4.93E-18
1.301308417,5.44E-16,4.93E-18
1.301414489,5.45E-16,4.97E-18
1.301520561,5.45E-16,5.06E-18
1.301626633,5.45E-16,5.19E-18
1.301732705,5.45E-16,5.36E-18
1.301838777,5.45E-16,5.54E-18
1.301944849,5.45E-16,5.70E-18
1.302050921,5.45E-16,5.84E-18
1.302156993,5.44E-16,5.92E-18
1.302263065,5.44E-16,5.95E-18
1.302369137,5.45E-16,5.93E-18
1.30247521,5.45E-16,5.86E-18
1.302581282,5.46E-16,5.77E-18
1.302687354,5.47E-16,5.69E-18
1.302793426,5.48E-16,5.63E-18
1.302899498,5.50E-16,5.60E-18
1.30300557,5.51E-16,5.61E-18
1.303111642,5.51E-16,5.64E-18
1.303217714,5.52E-16,5.68E-18
1.303323786,5.52E-16,5.71E-18
1.303429858,5.52E-16,5.73E-18
1.30353593,5.52E-16,5.72E-18
1.303642002,5.52E-16,5.70E-18
1.303748074,5.51E-16,5.66E-18
1.303854146,5.51E-16,5.63E-18
1.303960219,5.51E-16,5.59E-18
1.304066291,5.51E-16,5.57E-18
1.304172363,5.51E-16,5.55E-18
1.304278435,5.51E-16,5.55E-18
1.304384507,5.51E-16,5.54E-18
1.304490579,5.52E-16,5.53E-18
1.304596651,5.52E-16,5.51E-18
1.304702723,5.53E-16,5.49E-18
1.304808795,5.55E-16,5.47E-18
1.304914867,5.56E-16,5.47E-18
1.305020939,5.58E-16,5.48E-18
1.305127011,5.59E-16,5.50E-18
1.305233083,5.61E-16,5.51E-18
1.305339155,5.62E-16,5.51E-18
1.305445227,5.63E-16,5.47E-18
1.3055513,5.63E-16,5.40E-18
1.305657372,5.63E-16,5.29E-18
1.305763444,5.63E-16,5.15E-18
1.305869516,5.62E-16,5.01E-18
1.305975588,5.61E-16,4.87E-18
1.30608166,5.60E-16,4.75E-18
1.306187732,5.60E-16,4.67E-18
1.306293804,5.59E-16,4.62E-18
1.306399876,5.59E-16,4.62E-18
1.306505948,5.59E-16,4.66E-18
1.30661202,5.60E-16,4.72E-18
1.306718092,5.60E-16,4.80E-18
1.306824164,5.61E-16,4.90E-18
1.306930236,5.62E-16,5.00E-18
1.307036308,5.63E-16,5.10E-18
1.307142381,5.64E-16,5.19E-18
1.307248453,5.65E-16,5.25E-18
1.307354525,5.65E-16,5.30E-18
1.307460597,5.64E-16,5.33E-18
1.307566669,5.64E-16,5.36E-18
1.307672741,5.63E-16,5.40E-18
1.307778813,5.61E-16,5.47E-18
1.307884885,5.59E-16,5.56E-18
1.307990957,5.58E-16,5.67E-18
1.308097029,5.56E-16,5.80E-18
1.308203101,5.55E-16,5.93E-18
1.308309173,5.55E-16,6.04E-18
1.308415245,5.55E-16,6.11E-18
1.308521317,5.55E-16,6.12E-18
1.30862739,5.56E-16,6.08E-18
1.308733462,5.57E-16,5.98E-18
1.308839534,5.57E-16,5.84E-18
1.308945606,5.58E-16,5.67E-18
1.309051678,5.58E-16,5.50E-18
1.30915775,5.58E-16,5.34E-18
1.309263822,5.58E-16,5.21E-18
1.309369894,5.56E-16,5.11E-18
1.309475966,5.55E-16,5.03E-18
1.309582038,5.53E-16,4.96E-18
1.30968811,5.52E-16,4.89E-18
1.309794182,5.50E-16,4.83E-18
1.309900254,5.49E-16,4.78E-18
1.310006326,5.49E-16,4.74E-18
1.310112398,5.49E-16,4.72E-18
1.310218471,5.49E-16,4.73E-18
1.310324543,5.50E-16,4.76E-18
1.310430615,5.50E-16,4.80E-18
1.310536687,5.51E-16,4.86E-18
1.310642759,5.52E-16,4.91E-18
1.310748831,5.52E-16,4.96E-18
1.310854903,5.52E-16,4.99E-18
1.310960975,5.52E-16,5.01E-18
1.311067047,5.52E-16,5.02E-18
1.311173119,5.51E-16,5.01E-18
1.311279191,5.51E-16,4.99E-18
1.311385263,5.50E-16,4.95E-18
1.311491335,5.50E-16,4.91E-18
1.311597407,5.49E-16,4.86E-18
1.311703479,5.48E-16,4.79E-18
1.311809552,5.47E-16,4.72E-18
1.311915624,5.46E-16,4.66E-18
1.312021696,5.45E-16,4.61E-18
1.312127768,5.43E-16,4.60E-18
1.31223384,5.41E-16,4.62E-18
1.312339912,5.40E-16,4.69E-18
1.312445984,5.38E-16,4.80E-18
1.312552056,5.37E-16,4.92E-18
1.312658128,5.37E-16,5.04E-18
1.3127642,5.37E-16,5.13E-18
1.312870272,5.38E-16,5.16E-18
1.312976344,5.39E-16,5.14E-18
1.313082416,5.41E-16,5.06E-18
1.313188488,5.43E-16,4.95E-18
1.313294561,5.45E-16,4.82E-18
1.313400633,5.47E-16,4.72E-18
1.313506705,5.49E-16,4.66E-18
1.313612777,5.50E-16,4.65E-18
1.313718849,5.50E-16,4.70E-18
1.313824921,5.50E-16,4.79E-18
1.313930993,5.49E-16,4.89E-18
1.314037065,5.47E-16,4.99E-18
1.314143137,5.45E-16,5.07E-18
1.314249209,5.43E-16,5.12E-18
1.314355281,5.41E-16,5.15E-18
1.314461353,5.39E-16,5.17E-18
1.314567425,5.37E-16,5.19E-18
1.314673497,5.36E-16,5.21E-18
1.314779569,5.35E-16,5.26E-18
1.314885642,5.34E-16,5.33E-18
1.314991714,5.33E-16,5.42E-18
1.315097786,5.33E-16,5.53E-18
1.315203858,5.32E-16,5.65E-18
1.31530993,5.31E-16,5.77E-18
1.315416002,5.30E-16,5.88E-18
1.315522074,5.30E-16,5.96E-18
1.315628146,5.30E-16,5.99E-18
1.315734218,5.30E-16,5.96E-18
1.31584029,5.30E-16,5.86E-18
1.315946362,5.31E-16,5.70E-18
1.316052434,5.33E-16,5.51E-18
1.316158506,5.35E-16,5.31E-18
1.316264578,5.37E-16,5.14E-18
1.31637065,5.39E-16,5.04E-18
1.316476723,5.41E-16,5.01E-18
1.316582795,5.42E-16,5.06E-18
1.316688867,5.43E-16,5.16E-18
1.316794939,5.44E-16,5.27E-18
1.316901011,5.44E-16,5.37E-18
1.317007083,5.44E-16,5.43E-18
1.317113155,5.43E-16,5.43E-18
1.317219227,5.42E-16,5.38E-18
1.317325299,5.40E-16,5.29E-18
1.317431371,5.39E-16,5.18E-18
1.317537443,5.38E-16,5.06E-18
1.317643515,5.37E-16,4.97E-18
1.317749587,5.36E-16,4.90E-18
1.317855659,5.36E-16,4.86E-18
1.317961732,5.37E-16,4.85E-18
1.318067804,5.39E-16,4.86E-18
1.318173876,5.42E-16,4.88E-18
1.318279948,5.45E-16,4.91E-18
1.31838602,5.50E-16,4.94E-18
1.318492092,5.54E-16,4.97E-18
1.318598164,5.59E-16,5.00E-18
1.318704236,5.63E-16,5.02E-18
1.318810308,5.68E-16,5.02E-18
1.31891638,5.71E-16,4.99E-18
1.319022452,5.73E-16,4.92E-18
1.319128524,5.75E-16,4.83E-18
1.319234596,5.76E-16,4.71E-18
1.319340668,5.76E-16,4.59E-18
1.31944674,5.75E-16,4.48E-18
1.319552813,5.74E-16,4.41E-18
1.319658885,5.73E-16,4.38E-18
1.319764957,5.71E-16,4.40E-18
1.319871029,5.68E-16,4.45E-18
1.319977101,5.66E-16,4.53E-18
1.320083173,5.63E-16,4.62E-18
1.320189245,5.61E-16,4.69E-18
1.320295317,5.59E-16,4.74E-18
1.320401389,5.57E-16,4.78E-18
1.320507461,5.56E-16,4.81E-18
1.320613533,5.55E-16,4.86E-18
1.320719605,5.54E-16,4.93E-18
1.320825677,5.53E-16,5.03E-18
1.320931749,5.53E-16,5.15E-18
1.321037821,5.52E-16,5.26E-18
1.321143894,5.52E-16,5.34E-18
1.321249966,5.51E-16,5.37E-18
1.321356038,5.51E-16,5.34E-18
1.32146211,5.50E-16,5.26E-18
1.321568182,5.50E-16,5.13E-18
1.321674254,5.49E-16,5.00E-18
1.321780326,5.49E-16,4.87E-18
1.321886398,5.50E-16,4.76E-18
1.32199247,5.50E-16,4.69E-18
1.322098542,5.51E-16,4.66E-18
1.322204614,5.52E-16,4.65E-18
1.322310686,5.54E-16,4.65E-18
1.322416758,5.56E-16,4.66E-18
1.32252283,5.57E-16,4.68E-18
1.322628903,5.58E-16,4.69E-18
1.322734975,5.58E-16,4.71E-18
1.322841047,5.57E-16,4.74E-18
1.322947119,5.55E-16,4.79E-18
1.323053191,5.52E-16,4.85E-18
1.323159263,5.48E-16,4.94E-18
1.323265335,5.44E-16,5.06E-18
1.323371407,5.40E-16,5.19E-18
1.323477479,5.36E-16,5.33E-18
1.323583551,5.32E-16,5.45E-18
1.323689623,5.30E-16,5.54E-18
1.323795695,5.29E-16,5.57E-18
1.323901767,5.29E-16,5.55E-18
1.324007839,5.29E-16,5.47E-18
1.324113911,5.31E-16,5.35E-18
1.324219984,5.33E-16,5.20E-18
1.324326056,5.34E-16,5.05E-18
1.324432128,5.36E-16,4.92E-18
1.3245382,5.37E-16,4.80E-18
1.324644272,5.38E-16,4.73E-18
1.324750344,5.37E-16,4.69E-18
1.324856416,5.36E-16,4.68E-18
1.324962488,5.34E-16,4.70E-18
1.32506856,5.32E-16,4.74E-18
1.325174632,5.30E-16,4.80E-18
1.325280704,5.29E-16,4.85E-18
1.325386776,5.27E-16,4.90E-18
1.325492848,5.26E-16,4.94E-18
1.32559892,5.26E-16,4.97E-18
1.325704992,5.27E-16,4.97E-18
1.325811065,5.28E-16,4.96E-18
1.325917137,5.29E-16,4.94E-18
1.326023209,5.29E-16,4.89E-18
1.326129281,5.30E-16,4.82E-18
1.326235353,5.30E-16,4.75E-18
1.326341425,5.29E-16,4.66E-18
1.326447497,5.27E-16,4.57E-18
1.326553569,5.25E-16,4.49E-18
1.326659641,5.23E-16,4.41E-18
1.326765713,5.20E-16,4.35E-18
1.326871785,5.18E-16,4.31E-18
1.326977857,5.16E-16,4.28E-18
1.327083929,5.14E-16,4.27E-18
1.327190001,5.14E-16,4.28E-18
1.327296074,5.13E-16,4.30E-18
1.327402146,5.14E-16,4.35E-18
1.327508218,5.15E-16,4.40E-18
1.32761429,5.16E-16,4.48E-18
1.327720362,5.18E-16,4.57E-18
1.327826434,5.20E-16,4.68E-18
1.327932506,5.22E-16,4.81E-18
1.328038578,5.24E-16,4.95E-18
1.32814465,5.25E-16,5.08E-18
1.328250722,5.27E-16,5.21E-18
1.328356794,5.28E-16,5.31E-18
1.328462866,5.29E-16,5.38E-18
1.328568938,5.29E-16,5.41E-18
1.32867501,5.29E-16,5.42E-18
1.328781082,5.29E-16,5.41E-18
1.328887155,5.27E-16,5.38E-18
1.328993227,5.25E-16,5.34E-18
1.329099299,5.23E-16,5.29E-18
1.329205371,5.20E-16,5.24E-18
1.329311443,5.16E-16,5.18E-18
1.329417515,5.12E-16,5.10E-18
1.329523587,5.09E-16,5.02E-18
1.329629659,5.06E-16,4.93E-18
1.329735731,5.03E-16,4.83E-18
1.329841803,5.01E-16,4.72E-18
1.329947875,4.99E-16,4.61E-18
1.330053947,4.99E-16,4.50E-18
1.330160019,4.98E-16,4.40E-18
1.330266091,4.98E-16,4.33E-18
1.330372163,4.99E-16,4.29E-18
1.330478236,4.99E-16,4.28E-18
1.330584308,5.00E-16,4.33E-18
1.33069038,5.00E-16,4.42E-18
1.330796452,5.00E-16,4.54E-18
1.330902524,5.00E-16,4.69E-18
1.331008596,4.98E-16,4.85E-18
1.331114668,4.96E-16,5.01E-18
1.33122074,4.93E-16,5.15E-18
1.331326812,4.89E-16,5.26E-18
1.331432884,4.85E-16,5.33E-18
1.331538956,4.79E-16,5.34E-18
1.331645028,4.73E-16,5.32E-18
1.3317511,4.67E-16,5.27E-18
1.331857172,4.61E-16,5.21E-18
1.331963245,4.55E-16,5.17E-18
1.332069317,4.49E-16,5.16E-18
1.332175389,4.44E-16,5.18E-18
1.332281461,4.40E-16,5.22E-18
1.332387533,4.37E-16,5.27E-18
1.332493605,4.36E-16,5.31E-18
1.332599677,4.36E-16,5.30E-18
1.332705749,4.37E-16,5.25E-18
1.332811821,4.39E-16,5.15E-18
1.332917893,4.41E-16,5.02E-18
1.333023965,4.44E-16,4.88E-18
1.333130037,4.47E-16,4.76E-18
1.333236109,4.49E-16,4.68E-18
1.333342181,4.51E-16,4.65E-18
1.333448253,4.52E-16,4.66E-18
1.333554326,4.52E-16,4.71E-18
1.333660398,4.51E-16,4.79E-18
1.33376647,4.50E-16,4.87E-18
1.333872542,4.47E-16,4.95E-18
1.333978614,4.43E-16,5.03E-18
1.334084686,4.38E-16,5.09E-18
1.334190758,4.32E-16,5.13E-18
1.33429683,4.25E-16,5.16E-18
1.334402902,4.17E-16,5.18E-18
1.334508974,4.08E-16,5.19E-18
1.334615046,3.98E-16,5.19E-18
1.334721118,3.89E-16,5.19E-18
1.33482719,3.80E-16,5.18E-18
1.334933262,3.71E-16,5.15E-18
1.335039334,3.64E-16,5.12E-18
1.335145407,3.59E-16,5.08E-18
1.335251479,3.55E-16,5.04E-18
1.335357551,3.53E-16,5.03E-18
1.335463623,3.53E-16,5.05E-18
1.335569695,3.55E-16,5.12E-18
1.335675767,3.58E-16,5.22E-18
1.335781839,3.62E-16,5.35E-18
1.335887911,3.67E-16,5.49E-18
1.335993983,3.72E-16,5.61E-18
1.336100055,3.77E-16,5.69E-18
1.336206127,3.81E-16,5.73E-18
1.336312199,3.85E-16,5.72E-18
1.336418271,3.88E-16,5.65E-18
1.336524343,3.89E-16,5.56E-18
1.336630416,3.90E-16,5.44E-18
1.336736488,3.89E-16,5.32E-18
1.33684256,3.87E-16,5.20E-18
1.336948632,3.85E-16,5.10E-18
1.337054704,3.82E-16,5.02E-18
1.337160776,3.79E-16,4.96E-18
1.337266848,3.76E-16,4.91E-18
1.33737292,3.74E-16,4.87E-18
1.337478992,3.73E-16,4.86E-18
1.337585064,3.73E-16,4.85E-18
1.337691136,3.75E-16,4.85E-18
1.337797208,3.77E-16,4.85E-18
1.33790328,3.79E-16,4.84E-18
1.338009352,3.82E-16,4.80E-18
1.338115424,3.84E-16,4.74E-18
1.338221497,3.87E-16,4.66E-18
1.338327569,3.88E-16,4.56E-18
1.338433641,3.89E-16,4.47E-18
1.338539713,3.90E-16,4.41E-18
1.338645785,3.89E-16,4.37E-18
1.338751857,3.89E-16,4.38E-18
1.338857929,3.88E-16,4.44E-18
1.338964001,3.88E-16,4.52E-18
1.339070073,3.87E-16,4.62E-18
1.339176145,3.87E-16,4.72E-18
1.339282217,3.87E-16,4.80E-18
1.339388289,3.88E-16,4.84E-18
1.339494361,3.89E-16,4.84E-18
1.339600433,3.90E-16,4.81E-18
1.339706505,3.92E-16,4.76E-18
1.339812578,3.93E-16,4.71E-18
1.33991865,3.95E-16,4.68E-18
1.490103499,3.70E-16,9.39E-18
1.490263556,3.71E-16,1.12E-17
1.490423612,3.72E-16,1.30E-17
1.490583669,3.73E-16,1.46E-17
1.490743725,3.74E-16,1.58E-17
1.490903782,3.75E-16,1.62E-17
1.491063838,3.75E-16,1.58E-17
1.491223895,3.76E-16,1.48E-17
1.491383951,3.75E-16,1.32E-17
1.491544007,3.74E-16,1.13E-17
1.491704064,3.72E-16,9.42E-18
1.49186412,3.69E-16,7.76E-18
1.492024177,3.66E-16,6.48E-18
1.492184233,3.64E-16,5.60E-18
1.49234429,3.62E-16,5.08E-18
1.492504346,3.61E-16,4.80E-18
1.492664402,3.61E-16,4.66E-18
1.492824459,3.62E-16,4.61E-18
1.492984515,3.64E-16,4.61E-18
1.493144572,3.66E-16,4.64E-18
1.493304628,3.69E-16,4.67E-18
1.493464685,3.71E-16,4.69E-18
1.493624741,3.73E-16,4.68E-18
1.493784798,3.75E-16,4.63E-18
1.493944854,3.75E-16,4.56E-18
1.49410491,3.75E-16,4.50E-18
1.494264967,3.75E-16,4.47E-18
1.494425023,3.74E-16,4.49E-18
1.49458508,3.73E-16,4.57E-18
1.494745136,3.72E-16,4.73E-18
1.494905193,3.71E-16,4.96E-18
1.495065249,3.71E-16,5.24E-18
1.495225305,3.71E-16,5.53E-18
1.495385362,3.72E-16,5.76E-18
1.495545418,3.72E-16,5.89E-18
1.495705475,3.74E-16,5.88E-18
1.495865531,3.75E-16,5.76E-18
1.496025588,3.76E-16,5.56E-18
1.496185644,3.77E-16,5.35E-18
1.4963457,3.77E-16,5.19E-18
1.496505757,3.77E-16,5.11E-18
1.496665813,3.78E-16,5.12E-18
1.49682587,3.78E-16,5.18E-18
1.496985926,3.79E-16,5.25E-18
1.497145983,3.80E-16,5.31E-18
1.497306039,3.81E-16,5.33E-18
1.497466096,3.83E-16,5.32E-18
1.497626152,3.84E-16,5.29E-18
1.497786208,3.85E-16,5.25E-18
1.497946265,3.85E-16,5.20E-18
1.498106321,3.85E-16,5.16E-18
1.498266378,3.84E-16,5.13E-18
1.498426434,3.83E-16,5.16E-18
1.498586491,3.82E-16,5.25E-18
1.498746547,3.81E-16,5.41E-18
1.498906603,3.79E-16,5.63E-18
1.49906666,3.78E-16,5.88E-18
1.499226716,3.77E-16,6.10E-18
1.499386773,3.75E-16,6.24E-18
1.499546829,3.74E-16,6.24E-18
1.499706886,3.72E-16,6.10E-18
1.499866942,3.71E-16,5.82E-18
1.500026999,3.69E-16,5.44E-18
1.500187055,3.68E-16,5.02E-18
1.500347111,3.67E-16,4.62E-18
1.500507168,3.66E-16,4.28E-18
1.500667224,3.65E-16,4.03E-18
1.500827281,3.64E-16,3.87E-18
1.500987337,3.63E-16,3.80E-18
1.501147394,3.63E-16,3.78E-18
1.50130745,3.62E-16,3.79E-18
1.501467506,3.62E-16,3.83E-18
1.501627563,3.62E-16,3.88E-18
1.501787619,3.62E-16,3.94E-18
1.501947676,3.63E-16,4.02E-18
1.502107732,3.64E-16,4.13E-18
1.502267789,3.66E-16,4.26E-18
1.502427845,3.69E-16,4.39E-18
1.502587901,3.73E-16,4.51E-18
1.502747958,3.77E-16,4.60E-18
1.502908014,3.82E-16,4.63E-18
1.503068071,3.86E-16,4.61E-18
1.503228127,3.89E-16,4.56E-18
1.503388184,3.91E-16,4.52E-18
1.50354824,3.92E-16,4.51E-18
1.503708297,3.92E-16,4.55E-18
1.503868353,3.91E-16,4.65E-18
1.504028409,3.90E-16,4.77E-18
1.504188466,3.89E-16,4.93E-18
1.504348522,3.88E-16,5.12E-18
1.504508579,3.87E-16,5.35E-18
1.504668635,3.86E-16,5.65E-18
1.504828692,3.84E-16,6.03E-18
1.504988748,3.82E-16,6.52E-18
1.505148804,3.80E-16,7.10E-18
1.505308861,3.76E-16,7.75E-18
1.505468917,3.73E-16,8.37E-18
1.505628974,3.70E-16,8.88E-18
1.50578903,3.68E-16,9.17E-18
1.505949087,3.66E-16,9.18E-18
1.506109143,3.67E-16,8.90E-18
1.5062692,3.68E-16,8.38E-18
1.506429256,3.71E-16,7.72E-18
1.506589312,3.74E-16,7.09E-18
1.506749369,3.77E-16,6.58E-18
1.506909425,3.79E-16,6.26E-18
1.507069482,3.80E-16,6.09E-18
1.507229538,3.80E-16,5.98E-18
1.507389595,3.79E-16,5.85E-18
1.507549651,3.77E-16,5.67E-18
1.507709707,3.75E-16,5.44E-18
1.507869764,3.74E-16,5.19E-18
1.50802982,3.73E-16,4.98E-18
1.508189877,3.73E-16,4.85E-18
1.508349933,3.73E-16,4.81E-18
1.50850999,3.75E-16,4.86E-18
1.508670046,3.77E-16,4.97E-18
1.508830103,3.80E-16,5.09E-18
1.508990159,3.82E-16,5.18E-18
1.509150215,3.85E-16,5.22E-18
1.509310272,3.86E-16,5.19E-18
1.509470328,3.88E-16,5.11E-18
1.509630385,3.88E-16,4.98E-18
1.509790441,3.88E-16,4.82E-18
1.509950498,3.87E-16,4.66E-18
1.510110554,3.86E-16,4.50E-18
1.51027061,3.85E-16,4.37E-18
1.510430667,3.85E-16,4.26E-18
1.510590723,3.84E-16,4.18E-18
1.51075078,3.84E-16,4.14E-18
1.510910836,3.85E-16,4.14E-18
1.511070893,3.86E-16,4.16E-18
1.511230949,3.87E-16,4.20E-18
1.511391005,3.88E-16,4.24E-18
1.511551062,3.89E-16,4.27E-18
1.511711118,3.90E-16,4.30E-18
1.511871175,3.91E-16,4.32E-18
1.512031231,3.92E-16,4.33E-18
1.512191288,3.92E-16,4.34E-18
1.512351344,3.91E-16,4.33E-18
1.512511401,3.89E-16,4.32E-18
1.512671457,3.87E-16,4.29E-18
1.512831513,3.84E-16,4.25E-18
1.51299157,3.80E-16,4.21E-18
1.513151626,3.77E-16,4.17E-18
1.513311683,3.74E-16,4.14E-18
1.513471739,3.72E-16,4.12E-18
1.513631796,3.71E-16,4.12E-18
1.513791852,3.72E-16,4.14E-18
1.513951908,3.75E-16,4.18E-18
1.514111965,3.79E-16,4.26E-18
1.514272021,3.84E-16,4.35E-18
1.514432078,3.90E-16,4.45E-18
1.514592134,3.95E-16,4.56E-18
1.514752191,4.00E-16,4.66E-18
1.514912247,4.04E-16,4.76E-18
1.515072304,4.06E-16,4.82E-18
1.51523236,4.07E-16,4.85E-18
1.515392416,4.07E-16,4.85E-18
1.515552473,4.06E-16,4.81E-18
1.515712529,4.04E-16,4.74E-18
1.515872586,4.01E-16,4.66E-18
1.516032642,3.97E-16,4.57E-18
1.516192699,3.92E-16,4.47E-18
1.516352755,3.87E-16,4.39E-18
1.516512811,3.82E-16,4.33E-18
1.516672868,3.76E-16,4.28E-18
1.516832924,3.71E-16,4.25E-18
1.516992981,3.67E-16,4.22E-18
1.517153037,3.64E-16,4.20E-18
1.517313094,3.62E-16,4.17E-18
1.51747315,3.61E-16,4.15E-18
1.517633206,3.62E-16,4.13E-18
1.517793263,3.64E-16,4.13E-18
1.517953319,3.67E-16,4.15E-18
1.518113376,3.71E-16,4.19E-18
1.518273432,3.75E-16,4.25E-18
1.518433489,3.80E-16,4.34E-18
1.518593545,3.84E-16,4.44E-18
1.518753602,3.88E-16,4.53E-18
1.518913658,3.90E-16,4.59E-18
1.519073714,3.93E-16,4.59E-18
1.519233771,3.94E-16,4.54E-18
1.519393827,3.95E-16,4.45E-18
1.519553884,3.95E-16,4.33E-18
1.51971394,3.96E-16,4.22E-18
1.519873997,3.96E-16,4.15E-18
1.520034053,3.96E-16,4.12E-18
1.520194109,3.97E-16,4.13E-18
1.520354166,3.99E-16,4.18E-18
1.520514222,4.01E-16,4.24E-18
1.520674279,4.04E-16,4.28E-18
1.520834335,4.07E-16,4.30E-18
1.520994392,4.11E-16,4.29E-18
1.521154448,4.16E-16,4.24E-18
1.521314505,4.19E-16,4.17E-18
1.521474561,4.23E-16,4.09E-18
1.521634617,4.25E-16,4.01E-18
1.521794674,4.26E-16,3.95E-18
1.52195473,4.26E-16,3.91E-18
1.522114787,4.26E-16,3.89E-18
1.522274843,4.24E-16,3.87E-18
1.5224349,4.23E-16,3.85E-18
1.522594956,4.21E-16,3.83E-18
1.522755012,4.20E-16,3.83E-18
1.522915069,4.20E-16,3.85E-18
1.523075125,4.20E-16,3.92E-18
1.523235182,4.21E-16,4.08E-18
1.523395238,4.23E-16,4.32E-18
1.523555295,4.24E-16,4.67E-18
1.523715351,4.24E-16,5.08E-18
1.523875407,4.23E-16,5.52E-18
1.524035464,4.21E-16,5.92E-18
1.52419552,4.18E-16,6.21E-18
1.524355577,4.14E-16,6.34E-18
1.524515633,4.09E-16,6.27E-18
1.52467569,4.05E-16,6.03E-18
1.524835746,4.01E-16,5.64E-18
1.524995803,3.98E-16,5.20E-18
1.525155859,3.95E-16,4.76E-18
1.525315915,3.94E-16,4.39E-18
1.525475972,3.93E-16,4.12E-18
1.525636028,3.93E-16,3.97E-18
1.525796085,3.93E-16,3.93E-18
1.525956141,3.93E-16,3.98E-18
1.526116198,3.92E-16,4.11E-18
1.526276254,3.92E-16,4.28E-18
1.52643631,3.91E-16,4.48E-18
1.526596367,3.91E-16,4.68E-18
1.526756423,3.90E-16,4.87E-18
1.52691648,3.90E-16,5.01E-18
1.527076536,3.90E-16,5.07E-18
1.527236593,3.91E-16,5.05E-18
1.527396649,3.91E-16,4.95E-18
1.527556706,3.93E-16,4.79E-18
1.527716762,3.94E-16,4.63E-18
1.527876818,3.95E-16,4.51E-18
1.528036875,3.97E-16,4.48E-18
1.528196931,3.98E-16,4.55E-18
1.528356988,4.00E-16,4.70E-18
1.528517044,4.01E-16,4.88E-18
1.528677101,4.02E-16,5.03E-18
1.528837157,4.04E-16,5.11E-18
1.528997213,4.06E-16,5.10E-18
1.52915727,4.08E-16,4.98E-18
1.529317326,4.10E-16,4.79E-18
1.529477383,4.13E-16,4.55E-18
1.529637439,4.16E-16,4.31E-18
1.529797496,4.18E-16,4.11E-18
1.529957552,4.21E-16,3.95E-18
1.530117608,4.23E-16,3.84E-18
1.530277665,4.25E-16,3.78E-18
1.530437721,4.26E-16,3.77E-18
1.530597778,4.27E-16,3.79E-18
1.530757834,4.26E-16,3.85E-18
1.530917891,4.25E-16,3.92E-18
1.531077947,4.24E-16,3.98E-18
1.531238004,4.22E-16,4.03E-18
1.53139806,4.19E-16,4.04E-18
1.531558116,4.15E-16,4.02E-18
1.531718173,4.11E-16,3.96E-18
1.531878229,4.07E-16,3.90E-18
1.532038286,4.03E-16,3.85E-18
1.532198342,3.99E-16,3.87E-18
1.532358399,3.97E-16,4.01E-18
1.532518455,3.95E-16,4.29E-18
1.532678511,3.95E-16,4.71E-18
1.532838568,3.96E-16,5.24E-18
1.532998624,3.98E-16,5.80E-18
1.533158681,4.01E-16,6.30E-18
1.533318737,4.05E-16,6.65E-18
1.533478794,4.10E-16,6.79E-18
1.53363885,4.14E-16,6.72E-18
1.533798907,4.18E-16,6.44E-18
1.533958963,4.20E-16,6.04E-18
1.534119019,4.22E-16,5.58E-18
1.534279076,4.23E-16,5.16E-18
1.534439132,4.23E-16,4.82E-18
1.534599189,4.22E-16,4.59E-18
1.534759245,4.21E-16,4.46E-18
1.534919302,4.19E-16,4.39E-18
1.535079358,4.18E-16,4.34E-18
1.535239414,4.17E-16,4.28E-18
1.535399471,4.16E-16,4.21E-18
1.535559527,4.16E-16,4.11E-18
1.535719584,4.16E-16,4.02E-18
1.53587964,4.17E-16,3.94E-18
1.536039697,4.17E-16,3.89E-18
1.536199753,4.18E-16,3.88E-18
1.53635981,4.18E-16,3.91E-18
1.536519866,4.18E-16,3.98E-18
1.536679922,4.17E-16,4.07E-18
1.536839979,4.16E-16,4.16E-18
1.537000035,4.16E-16,4.24E-18
1.537160092,4.15E-16,4.30E-18
1.537320148,4.15E-16,4.32E-18
1.537480205,4.15E-16,4.31E-18
1.537640261,4.16E-16,4.27E-18
1.537800317,4.17E-16,4.21E-18
1.537960374,4.19E-16,4.15E-18
1.53812043,4.22E-16,4.08E-18
1.538280487,4.25E-16,4.01E-18
1.538440543,4.29E-16,3.95E-18
1.5386006,4.32E-16,3.93E-18
