Wavelength	Metal-rich	Ultramafic	Feldspathic	Basaltic	Granitoid	Clay	Ice-rich silicate	Fe-oxidized
9.35755578456117e-07	0.08709640108185135	0.25636467144566727	0.5338833827091081	0.2094693769139002	0.5178901395924983	0.5939449813003677	0.30957985993739223	0.1641463719045307
9.366898069445483e-07	0.08699983429216832	0.2560470940512747	0.5337063209103218	0.2093781070177467	0.5178614673019764	0.5939945194594335	0.30949650894768344	0.16420612365315868
9.376249681368701e-07	0.0869031710932861	0.25572919959775264	0.5335290823386897	0.2092867460006434	0.5178327663859551	0.5940441070758155	0.3094130747430081	0.16426593505602444
9.385610629642643e-07	0.08680641138895281	0.2554109877685593	0.5333516668177273	0.20919529377161797	0.5178040368158559	0.59409374419889	0.3093295572402871	0.1643258061726849
9.394980923588421e-07	0.08670955508282052	0.25509245824683713	0.533174074170774	0.20910375023960742	0.5177752785630712	0.5941434308780834	0.30924595635635826	0.1643857370627564
9.404360572536459e-07	0.08661260207844505	0.2547736107154118	0.5329963042209931	0.20901211531345773	0.5177464915989652	0.5941931671628706	0.3091622720079766	0.1644457277859148
9.413749585826469e-07	0.08654335484696926	0.25446332448595554	0.5328119574167783	0.20891714173273432	0.5177167348649596	0.5941709560464632	0.30907549350571345	0.16450999185916299
9.423147972807552e-07	0.08660271361182115	0.25419382494854065	0.5325978091452676	0.20880704486827348	0.5176825931722723	0.5938155078260446	0.3089746947566395	0.16459382070645112
9.432555742838082e-07	0.08666213163856837	0.25392405635139337	0.5323834470749607	0.20869683808661885	0.5176484173936092	0.5934597047374732	0.30887379537331333	0.1646777332457835
9.441972905285796e-07	0.08672160898637614	0.25365401842589314	0.532168870992408	0.2085865212780326	0.51761420749494	0.5931035464264599	0.30877279525526474	0.1647617295607156
9.451399469527784e-07	0.08678114571446868	0.2533837109031511	0.5319540806839465	0.20847609433266734	0.5175799634422005	0.5927470325383619	0.30867169430192354	0.16484580973488633
9.460835444950496e-07	0.0868407418821294	0.25311313351400994	0.5317390759356997	0.20836555714056607	0.5175456852012921	0.5923901627181825	0.3085704924126189	0.16492997385201805
9.470280840949755e-07	0.08690039754870085	0.2528422859890437	0.531523856533578	0.20825490959166193	0.5175113727380826	0.5920329366105703	0.30846918948657964	0.16501422199591673
9.479735666930744e-07	0.08696011277358472	0.25257116805855795	0.5313084222632782	0.20814415157577848	0.5174770260184056	0.5916753538598202	0.3083677854229341	0.16509855425047185
9.489199932308095e-07	0.08701988761624237	0.2522997794525874	0.5310927729102818	0.20803328298262852	0.5174426450080604	0.5913174141098696	0.3082662801207093	0.16518297069965712
9.49867364650578e-07	0.08700087100235594	0.2520349746837873	0.5308874822103763	0.20793451494833223	0.5174187576553378	0.5909988635671078	0.30817302873582464	0.16522063335003823
9.508156818957201e-07	0.0867936747894979	0.25178626295017853	0.5307072189251926	0.20786478771866812	0.517419969132301	0.5907748412853154	0.30809962220575354	0.16514656499458905
9.517649459105174e-07	0.08658627171855728	0.2515373029107169	0.5305267756709012	0.20779499087556452	0.5174211818187643	0.5905505953468305	0.30802614238894693	0.165072422691659
9.527151576401946e-07	0.08637866158301354	0.2512880943175018	0.5303461522678268	0.20772512434952153	0.517422395715935	0.5903261255283614	0.30795258921223756	0.16499820636742127
9.536663180309201e-07	0.08617084417613999	0.25103863692238515	0.5301653485361144	0.20765518807096997	0.5174236108250218	0.5901014316063933	0.30787896260238534	0.16492391594797534
9.546184280298046e-07	0.085962819291004	0.25078893047697154	0.5299843642957304	0.2075851819702713	0.5174248271472347	0.5898765133571892	0.3078052624860771	0.16484955135934706
9.555714885849107e-07	0.08575458672046504	0.25053897473261605	0.5298031993664595	0.207515105977717	0.5174260446837848	0.5896513705567866	0.307731488789926	0.164775112527488
9.565255006452414e-07	0.08554614625717703	0.2502887694404271	0.5296218535679084	0.20744496002352944	0.5174272634358846	0.5894260029810017	0.3076576414404724	0.16470059937827622
9.57480465160749e-07	0.08533749769358653	0.25003831435126417	0.5294403267195028	0.2073747440378612	0.5174284834047476	0.5892004104054256	0.3075837203641833	0.16462601183751568
9.584363830823343e-07	0.08528427656570362	0.2498359904481307	0.5292530436701134	0.2073105029663997	0.5175110140540913	0.5891752719736321	0.3075139872442777	0.16464837551553538
